id,subscription_id,amount,tax_amount,operational_amount,owner_amount,stability_amount,cotista_amount,corporate_amount,created_at
1,1,59.90,11.98,11.98,11.98,8.99,3.00,11.98,2026-02-18 07:10:15.825768
